"","ï..PWSID","Water.System.Name","Fee.Code","Population","Service.Connections","CES.3.0.Score","Median_12month_HH_Income","Median_rent_pct_Income","tag","logService.Connections","Median_12month_HH_Income2","fee.code"
"1758","CA3910015","CITY OF LATHROP","C1",24268,7303,55.63," $79,974.41 ",26.82,"Bin D",3.86350130064145,79974.41,1
"1759","CA3910017","SAN JOAQUIN COUNTY-MOKELUMNE ACRES","C1",3762,1144,55.63," $79,974.41 ",26.82,"Bin B",3.05842602445701,79974.41,1
"1760","CA1502663","TOWN & COUNTRY WATER COMPANY","SC",73,22,15.97," $112,539.00 ",26.8,"Bin A",1.34242268082221,112539,4
"1761","CA0710009","TOWN OF DISCOVERY BAY","C1",16790,6157,12.1," $111,206.38 ",26.77,"Bin C",3.78936915359148,111206.38,1
"1762","CA5403213","TEEN CHALLENGE","SC",130,13,52," $43,979.04 ",26.72,"Bin A",1.11394335230684,43979.04,4
"1763","CA4900785","NOEL HEIGHTS-CAL WATER SERVICE (PUC)","SC",137,48,7.04," $73,749.43 ",26.7,"Bin A",1.68124123737559,73749.43,4
"1764","CA4910026","ODD FELLOWS RECREATION CLUB","SC",309,268,7.04," $73,749.43 ",26.7,"Bin A",2.42813479402879,73749.43,4
"1765","CA3610854","SEARLES VALLEY MINERALS OPERATIONS INC","C1",1818,796,28.93," $34,821.00 ",26.7,"Bin A",2.90091306773767,34821,1
"1766","CA3301040","RIVERDALE ESTATES","SC",300,186,27.04," $55,172.00 ",26.7,"Bin A",2.26951294421792,55172,4
"1767","CA4900789","BLUE SPRUCE MOBILE HOME PARK","SC",90,56,7.04," $73,750.00 ",26.7,"Bin A",1.7481880270062,73750,4
"1768","CA4900793","VINEHILL VISTAS MUTUAL WATER COMPANY","SC",60,29,7.04," $73,750.00 ",26.7,"Bin A",1.46239799789896,73750,4
"1769","CA4900673","ATHENA TERRACE MUTUAL WATER COMPANY","SC",74,23,7.04," $73,750.00 ",26.7,"Bin A",1.36172783601759,73750,4
"1770","CA2700612","LAGUNA SECA WC","SC",162,58,3.29," $119,659.00 ",26.7,"Bin A",1.76342799356294,119659,4
"1771","CA2701367","TIERRA MEADOWS HOA WS","SC",63,21,3.29," $119,659.00 ",26.7,"Bin A",1.32221929473392,119659,4
"1772","CA2700535","JOST POST WA","SC",60,20,3.29," $119,659.00 ",26.7,"Bin A",1.30102999566398,119659,4
"1773","CA2700622","OUTLOOK WA","SC",45,19,3.29," $119,659.00 ",26.7,"Bin A",1.27875360095283,119659,4
"1774","CA2700523","CALERA CANYON HEIGHTS HOA","SC",39,17,3.29," $119,659.00 ",26.7,"Bin A",1.23044892137827,119659,4
"1775","CA2700536","CORRAL DE TIERRA ESTATES WC","SC",45,16,3.29," $119,659.00 ",26.7,"Bin A",1.20411998265592,119659,4
"1776","CA2700775","TIERRA VERDE MWC","SC",48,16,3.29," $119,659.00 ",26.7,"Bin A",1.20411998265592,119659,4
"1777","CA4910025","KENWOOD VILLAGE WATER COMPANY (PUC)","SC",977,296,7.45," $94,542.47 ",26.66,"Bin A",2.47129171105894,94542.47,4
"1778","CA5510012","TUD - UPPER BASIN WATER SYSTEM","C1",9409,4003,14.3," $70,552.50 ",26.66,"Bin C",3.60238559010511,70552.5,1
"1779","CA4010023","GOLDEN STATE WATER COMPANY - EDNA","SC",1301,586,9.69," $106,823.91 ",26.62,"Bin A",2.76789761601809,106823.91,4
"1780","CA5000017","PARK HEIGHTS MUTUAL WATER CO","SC",250,95,45.96," $65,692.23 ",26.61,"Bin A",1.97772360528885,65692.23,4
"1781","CA2710702","FORT HUNTER LIGGETT","SC",5500,159,22," $55,262.00 ",26.6,"Bin A",2.20139712432045,55262,4
"1782","CA2701687","VALLEY OAKS MHP WS","SC",120,46,22," $55,262.00 ",26.6,"Bin A",1.66275783168157,55262,4
"1783","CA2702256","NORTH SHORE ESTATES WS","SC",60,33,22," $55,262.00 ",26.6,"Bin A",1.51851393987789,55262,4
"1784","CA2700606","HIDDEN VIEWS MHP WS","SC",75,31,22," $55,262.00 ",26.6,"Bin A",1.49136169383427,55262,4
"1785","CA2701906","LAKE SAN ANTONIO PARK WS","SC",54,30,22," $55,262.00 ",26.6,"Bin A",1.47712125471966,55262,4
"1786","CA2701701","BRADLEY-LOCKWOOD RD WS","SC",39,16,22," $55,262.00 ",26.6,"Bin A",1.20411998265592,55262,4
"1787","CA3610023","GREEN VALLEY MWC","C1",350,1169,13.03," $58,375.00 ",26.6,"Bin B",3.06781451116184,58375,1
"1788","CA4110003","CITY OF BURLINGAME","C1",31056,8728,10.73," $127,461.57 ",26.55,"Bin D",3.94091473758029,127461.57,1
"1789","CA5601201","LIMONEIRA RANCH #1","SC",820,232,22.22," $75,559.00 ",26.5,"Bin A",2.3654879848909,75559,4
"1790","CA5601110","MIDDLE ROAD MUTUAL WATER CO","SC",134,48,22.22," $75,559.00 ",26.5,"Bin A",1.68124123737559,75559,4
"1791","CA4901062","KINNYBROOK MUTUAL WATER COMPANY","SC",48,23,7.46," $94,750.00 ",26.5,"Bin A",1.36172783601759,94750,4
"1792","CA1510018","ROSAMOND CSD","C1",16886,5088,25.43," $61,135.07 ",26.5,"Bin C",3.70654710264036,61135.07,1
"1793","CA4000744","AFUERA DE CHORRO WATER COMPANY","SC",75,19,8.77," $89,486.74 ",26.48,"Bin A",1.27875360095283,89486.74,4
"1794","CA3110019","SQUAW VALLEY MWC","SC",500,271,4.72," $78,921.80 ",26.47,"Bin A",2.43296929087441,78921.8,4
"1795","CA1010019","KINGSBURG, CITY OF","C1",11504,3704,38.73," $63,655.55 ",26.45,"Bin C",3.5686709780099,63655.55,1
"1796","CA2710005","CASTROVILLE COMMUNITY SERVICES DISTRICT","DAVCL",10000,2084,33," $52,883.51 ",26.42,"Bin B",3.31889771462749,52883.51,2
"1797","CA1310006","IMPERIAL, CITY OF","C1",19372,5793,37.09," $80,568.00 ",26.4,"Bin C",3.76290352849906,80568,1
"1798","CA3303003","GALINDO HOUSING FACILITY","SC",50,38,21.85," $57,596.00 ",26.4,"Bin A",1.57978359661681,57596,4
"1799","CA4300741","MIREVAL IMPROVEMENT ASSOCIATION","SC",60,15,2.63," $225,417.00 ",26.4,"Bin A",1.17609125905568,225417,4
"1800","CA3110150","CALAM - WEST PLACER","C1",4472,1352,19.3," $118,065.87 ",26.32,"Bin B",3.13097669160562,118065.87,1
"1801","CA3910007","RIPON, CITY OF","C1",15930,4941,29.05," $77,752.80 ",26.3,"Bin C",3.69381485388942,77752.8,1
"1802","CA5410007","LSID - TONYVILLE","DAVCS",500,52,37.77," $54,385.00 ",26.3,"Bin A",1.7160033436348,54385,3
"1803","CA4800753","VINEYARD RV PARK","SC",365,223,30.95," $97,273.00 ",26.3,"Bin A",2.34830486304816,97273,4
"1804","CA0405001","DEL ORO WATER CO.-LIME SADDLE MARINA","SC",749,237,18.59," $42,865.00 ",26.3,"Bin A",2.3747483460101,42865,4
"1805","CA4700551","COPCO LAKE MWC","DAVCS",181,61,16.18," $46,161.00 ",26.3,"Bin A",1.78532983501077,46161,3
"1806","CA0810002","SMITH RIVER C.S.D.","DAVCS",2568,582,18.06," $53,829.38 ",26.27,"Bin A",2.76492298464989,53829.38,3
"1807","CA2710023","TASCO SPRECKELS WATER COMPANY","SC",1079,327,39.05," $67,523.08 ",26.26,"Bin A",2.51454775266029,67523.08,4
"1808","CA5210003","LOS MOLINOS COMM. SERVICES DIST.","SC",1500,352,31.21," $43,229.00 ",26.2,"Bin A",2.54654266347813,43229,4
"1809","CA5200504","CITY OF TEHAMA","DAVCS",430,195,31.21," $43,229.00 ",26.2,"Bin A",2.29003461136252,43229,3
"1810","CA5200551","WOODSON BRIDGE MHP","SC",158,104,31.21," $43,229.00 ",26.2,"Bin A",2.01703333929878,43229,4
"1811","CA5201137","MILLSTREAM MOBILE HOME PARK","SC",80,53,31.21," $43,229.00 ",26.2,"Bin A",1.72427586960079,43229,4
"1812","CA5200550","NEW ORCHARD MOBILE HOME PARK LLC","SC",125,50,31.21," $43,229.00 ",26.2,"Bin A",1.69897000433602,43229,4
"1813","CA5200531","RIVER POINTE LANDING MHP","SC",104,40,31.21," $43,229.00 ",26.2,"Bin A",1.60205999132796,43229,4
"1814","CA5200559","ABBEY OF NEW CLAIRVAUX","SC",20,15,31.21," $43,229.00 ",26.2,"Bin A",1.17609125905568,43229,4
"1815","CA0800555","GASQUET C.S.D.","SC",775,210,18.06," $53,547.00 ",26.2,"Bin A",2.32221929473392,53547,4
"1816","CA0800532","BIG ROCK C.S.D.","DAVCS",400,107,18.06," $53,547.00 ",26.2,"Bin A",2.02938377768521,53547,3
"1817","CA0800556","HRC C.S.D.","SC",150,41,18.06," $53,547.00 ",26.2,"Bin A",1.61278385671974,53547,4
"1818","CA0800825","JED SMITH HOMEOWNERS ASSN.","SC",58,27,18.06," $53,547.00 ",26.2,"Bin A",1.43136376415899,53547,4
"1819","CA0800861","RESERVATION RANCH","SC",50,21,18.06," $53,547.00 ",26.2,"Bin A",1.32221929473392,53547,4
"1820","CA1910185","LOS ANGELES CWWD 36-VAL VERDE","C1",5173,1349,17.85," $114,095.73 ",26.17,"Bin B",3.1300119496719,114095.73,1
"1821","CA5000055","OLIVE LANE MOBILEHOME PARK","SC",153,51,38.92," $86,102.00 ",26.1,"Bin A",1.70757017609794,86102,4
"1822","CA5000048","LAZY B MOBILEHOME PARK","SC",125,49,38.92," $86,102.00 ",26.1,"Bin A",1.69019608002851,86102,4
"1823","CA3600209","ROCKY COMFORT MUTUAL WATER CO","SC",160,33,26.86," $58,728.00 ",26.1,"Bin A",1.51851393987789,58728,4
"1824","CA3600385","BROOKSIDE MHP","SC",65,19,26.86," $58,728.00 ",26.1,"Bin A",1.27875360095283,58728,4
"1825","CA4500081","LAZY LANDING MOBILE HOME PARK","SC",250,113,17.5," $60,944.00 ",26.1,"Bin A",2.05307844348342,60944,4
"1826","CA4500094","RIVERLAND MOBILEHOME PARK","SC",274,93,17.5," $60,944.00 ",26.1,"Bin A",1.96848294855394,60944,4
"1827","CA4500203","RAPID RIVER MOBILEHOME PARK","SC",92,44,17.5," $60,944.00 ",26.1,"Bin A",1.64345267648619,60944,4
"1828","CA4500303","TUCKER OAKS EAST WATER DISTRICT","SC",95,34,17.5," $60,944.00 ",26.1,"Bin A",1.53147891704226,60944,4
"1829","CA4500092","RIVER BREEZE MOBILE HOME PARK","SC",105,32,17.5," $60,944.00 ",26.1,"Bin A",1.50514997831991,60944,4
"1830","CA4500098","ANDERSON MOBILE HOME PARK","SC",70,21,17.5," $60,944.00 ",26.1,"Bin A",1.32221929473392,60944,4
"1831","CA4500104","SUNRISE MOBILEHOME PARK","SC",25,16,17.5," $60,944.00 ",26.1,"Bin A",1.20411998265592,60944,4
"1832","CA1910154","CITY OF SOUTH PASADENA","C1",26174,6158,11.88," $103,204.01 ",26.04,"Bin C",3.78943968456718,103204.01,1
"1833","CA4210018","BUELLTON WATER DEPARTMENT","C1",5453,1836,14.53," $83,368.34 ",26.02,"Bin B",3.26387267686522,83368.34,1
"1834","CA4200804","WALKING M RANCHES","SC",54,17,14.53," $83,376.90 ",26,"Bin A",1.23044892137827,83376.9,4
"1835","CA4300543","WEST SAN MARTIN WATER WORKS INC","SC",1406,309,24.64," $112,784.81 ",25.94,"Bin A",2.48995847942483,112784.81,4
"1836","CA5810004","CITY OF WHEATLAND","C1",3509,1197,25.75," $69,153.67 ",25.91,"Bin B",3.07809415040641,69153.67,1
"1837","CA2410003","CITY OF GUSTINE","C1",5844,1904,52.13," $51,968.00 ",25.9,"Bin B",3.27966694404846,51968,1
"1838","CA1100404","DEL ORO WC - BLACK BUTTE DISTRICT","SC",284,86,24.14," $52,821.00 ",25.9,"Bin A",1.93449845124357,52821,4
"1839","CA1100436","ORLAND OAKS MHP","SC",186,83,24.14," $52,821.00 ",25.9,"Bin A",1.91907809237607,52821,4
"1840","CA1100444","ORLAND ESTATES MOBILE H.P.","SC",200,74,24.14," $52,821.00 ",25.9,"Bin A",1.86923171973098,52821,4
"1841","CA1100405","BLACK BUTTE MOBILE H.P.","SC",148,49,24.14," $52,821.00 ",25.9,"Bin A",1.69019608002851,52821,4
"1842","CA1100413","COUNTRY LEISURE MOBILE ESTATES","SC",40,33,24.14," $52,821.00 ",25.9,"Bin A",1.51851393987789,52821,4
"1843","CA1502622","GOSFORD ROAD WATER COMPANY","SC",50,15,16.3," $115,412.00 ",25.9,"Bin A",1.17609125905568,115412,4
"1844","CA3110020","SQUAW VALLEY PSD","SC",1366,812,5.11," $75,390.13 ",25.85,"Bin A",2.90955602924118,75390.13,4
"1845","CA0707547","KNIGHTSEN COMMUNITY WATER SYSTEM","SC",250,18,27.16," $109,879.38 ",25.82,"Bin A",1.25527250510331,109879.38,4
"1846","CA3500836","BETABEL RV RESORT","SC",49,176,31.88," $83,707.00 ",25.8,"Bin A",2.24551266781415,83707,4
"1847","CA3500912","COMSTOCK MUTUAL WATER COMPANY","SC",100,33,31.88," $83,707.00 ",25.8,"Bin A",1.51851393987789,83707,4
"1848","CA3500510","MCMAHON ROAD MUTUAL WATER COMPANY","SC",102,32,31.88," $83,707.00 ",25.8,"Bin A",1.50514997831991,83707,4
"1849","CA3500581","RANCHO SAN JOAQUIN MWC","SC",96,30,31.88," $83,707.00 ",25.8,"Bin A",1.47712125471966,83707,4
"1850","CA3500910","DUNNEVILLE ESTATES CSA #50","SC",120,30,31.88," $83,707.00 ",25.8,"Bin A",1.47712125471966,83707,4
"1851","CA3500549","ROSA MORADA MUTUAL WATER COMPANY","SC",110,21,31.88," $83,707.00 ",25.8,"Bin A",1.32221929473392,83707,4
"1852","CA3500575","SPRINGWOOD ESTATES MWC","SC",50,15,31.88," $83,707.00 ",25.8,"Bin A",1.17609125905568,83707,4
"1853","CA3500923","FAIRVIEW ROAD WATER SYSTEM","SC",33,10,31.88," $83,707.00 ",25.8,"Bin A",1,83707,4
"1854","CA3500810","WHISPERING PINES INN","SC",38,2,31.88," $83,707.00 ",25.8,"Bin A",0.301029995663981,83707,4
"1855","CA1500349","STOCKDALE MUTUAL WATER CO.","SC",200,81,21.04," $100,469.00 ",25.8,"Bin A",1.90848501887865,100469,4
"1856","CA2610001","MAMMOTH CWD","C1",8234,3556,13.88," $63,584.00 ",25.8,"Bin C",3.55096175229818,63584,1
"1857","CA4300562","ROSEVIEW HEIGHTS MUTUAL WATER COMPANY","SC",143,51,13.49," $139,554.00 ",25.8,"Bin A",1.70757017609794,139554,4
"1858","CA4010830","CALIFORNIA MENS COLONY","C1",15000,5357,9.84," $128,000.00 ",25.8,"Bin C",3.72892164637286,128000,1
"1859","CA4000765","VARIAN RANCH MUTUAL WATER","SC",120,49,9.84," $127,921.05 ",25.8,"Bin A",1.69019608002851,127921.05,4
"1860","CA4000202","EDNA VALLEY RANCH EAST","SC",148,41,9.84," $128,000.00 ",25.8,"Bin A",1.61278385671974,128000,4
"1861","CA4000771","RANCHO NIPOMO WATER COMPANY","SC",65,44,9.1," $109,194.00 ",25.8,"Bin A",1.64345267648619,109194,4
"1862","CA4000808","MONTE SERENO MUTUAL BENEFIT WATER","SC",60,31,9.1," $109,194.00 ",25.8,"Bin A",1.49136169383427,109194,4
"1863","CA4000815","LAS VENTANAS RANCH","SC",100,25,9.1," $109,194.00 ",25.8,"Bin A",1.39794000867204,109194,4
"1864","CA4000750","RIM ROCK WATER COMPANY","SC",55,24,9.1," $109,194.00 ",25.8,"Bin A",1.38021124171161,109194,4
"1865","CA4000741","H2O, INC","SC",60,22,9.1," $109,194.00 ",25.8,"Bin A",1.34242268082221,109194,4
"1866","CA3110017","SIERRA LAKES COUNTY WATER DIST","SC",185,816,5.07," $75,333.00 ",25.8,"Bin A",2.91169015875386,75333,4
"1867","CA3500511","CASA DE FRUTA ORCHARDS","SC",53,20,31.87," $83,726.20 ",25.79,"Bin A",1.30102999566398,83726.2,4
"1868","CA1500211","STOCKDALE ANNEX MUTUAL WATER","SC",433,143,21.08," $100,243.90 ",25.79,"Bin A",2.15533603746506,100243.9,4
"1869","CA5510015","TUD - CEDAR RIDGE WATER SYSTEM","SC",1660,676,13.44," $72,485.71 ",25.76,"Bin A",2.82994669594164,72485.71,4
"1870","CA5610015","VENTURA CWWD NO. 19 - SOMIS","SC",3275,919,18.68," $114,055.07 ",25.7,"Bin A",2.96331551138611,114055.07,4
"1871","CA1500380","DE RANCHO Y MOBILE VILLA WATER","SC",200,90,43.6," $60,125.00 ",25.7,"Bin A",1.95424250943932,60125,4
"1872","CA5000099","DEL RIO EAST HOA WATER SYSTEM","SC",110,55,36.54," $72,750.00 ",25.7,"Bin A",1.74036268949424,72750,4
"1873","CA5000263","OASIS INVESTMENTS","SC",75,31,36.54," $72,750.00 ",25.7,"Bin A",1.49136169383427,72750,4
"1874","CA5000067","TULLY MOBILE ESTATES","SC",40,15,36.54," $72,750.00 ",25.7,"Bin A",1.17609125905568,72750,4
"1875","CA1110002","CAL-WATER SERVICE CO.-HAMILTON CITY","DAVCS",2607,634,21.74," $46,008.00 ",25.7,"Bin A",2.80208925788173,46008,3
"1876","CA5010029","CITY OF MODESTO - HILLCREST (DEL RIO)","SC",1274,401,36.54," $72,749.15 ",25.7,"Bin A",2.60314437262018,72749.15,4
"1877","CA5805001","PLUMAS LAKE","C1",7993,2422,28.66," $87,017.04 ",25.68,"Bin B",3.38417413880703,87017.04,1
"1878","CA2800035","RIVER RANCH FARM WORKER CENTER","SC",66,4,11.22," $92,443.84 ",25.6,"Bin A",0.602059991327962,92443.84,4
"1879","CA1900907","SHERWOOD MOBILE HOME PARK","SC",540,185,40.3," $54,012.00 ",25.6,"Bin A",2.26717172840301,54012,4
"1880","CA1900541","WESTERN SKIES MOBILE HOME PARK","SC",198,61,40.3," $54,012.00 ",25.6,"Bin A",1.78532983501077,54012,4
"1881","CA1900804","EVERGREEN MUTUAL WATER COMPANY","SC",95,46,40.3," $54,012.00 ",25.6,"Bin A",1.66275783168157,54012,4
"1882","CA1900520","THE VILLAGE MOBILE HOME PARK","SC",50,34,40.3," $54,012.00 ",25.6,"Bin A",1.53147891704226,54012,4
"1883","CA1900038","LANCASTER PARK MOBILE HOME PARK","SC",61,21,40.3," $54,012.00 ",25.6,"Bin A",1.32221929473392,54012,4
"1884","CA0105008","CASTLEWOOD DOMESTIC WATER SYSTEM","SC",524,187,33.8," $86,985.00 ",25.6,"Bin A",2.2718416065365,86985,4
"1885","CA2700837","BLACKIE RD WS #05","SC",62,18,31.33," $53,158.00 ",25.6,"Bin A",1.25527250510331,53158,4
"1886","CA4710003","FORT JONES, TOWN OF","DAVCS",675,366,14.49," $44,276.00 ",25.6,"Bin A",2.56348108539441,44276,3
"1887","CA2810001","HOWELL MOUNTAIN MUTUAL WATER COMPANY","SC",2070,380,11.21," $92,452.00 ",25.6,"Bin A",2.57978359661681,92452,4
"1888","CA2810012","PACIFIC UNION COLLEGE","SC",2360,312,11.21," $92,452.00 ",25.6,"Bin A",2.49415459401844,92452,4
"1889","CA2800625","ADVENTIST HEALTH - ST. HELENA HOSPITAL","SC",860,227,11.21," $92,452.00 ",25.6,"Bin A",2.35602585719312,92452,4
"1890","CA2800525","LA TIERRA HEIGHTS MUTUAL","SC",67,19,11.21," $92,452.00 ",25.6,"Bin A",1.27875360095283,92452,4
"1891","CA2800528","LINDA VISTA MUTUAL WATER CO","SC",50,15,11.21," $92,452.00 ",25.6,"Bin A",1.17609125905568,92452,4
"1892","CA2800527","LINDA FALLS TERRACE MUTUAL","SC",35,10,11.21," $92,452.00 ",25.6,"Bin A",1,92452,4
"1893","CA3710702","CAMP PENDLETON (SOUTH)","C1",56985,7828,17.14," $84,923.64 ",25.56,"Bin D",3.89365081698596,84923.64,1
"1894","CA4800589","CRESTA MESA PARQUE","SC",25,14,15.28," $122,292.00 ",25.5,"Bin A",1.14612803567824,122292,4
"1895","CA5510033","TUD-SCENIC VIEW/SCENIC BROOK","SC",645,272,12.91," $73,809.09 ",25.41,"Bin A",2.4345689040342,73809.09,4
"1896","CA5510028","TUD-APPLE VALLEY ESTATES","SC",321,245,12.91," $73,815.58 ",25.41,"Bin A",2.38916608436453,73815.58,4
"1897","CA3500509","TRES PINOS CWD","SC",350,113,28.21," $83,966.78 ",25.4,"Bin A",2.05307844348342,83966.78,4
"1898","CA5800572","FAIRWAY DOWNS MUTUAL WATER CO","SC",100,28,28.17," $88,467.00 ",25.4,"Bin A",1.44715803134222,88467,4
"1899","CA5800851","FEATHER RIVER MANOR","SC",35,6,28.17," $88,467.00 ",25.4,"Bin A",0.778151250383644,88467,4
"1900","CA5510023","SONORA MEADOWS MUTUAL WTR CO","SC",1123,488,12.9," $73,835.00 ",25.4,"Bin A",2.68841982200271,73835,4
"1901","CA5510026","PHOENIX LAKE ESTATES CC MWC","SC",988,353,12.9," $73,835.00 ",25.4,"Bin A",2.54777470538782,73835,4
"1902","CA5500042","BELLEVIEW OAKS MUTUAL WATER CO","SC",468,168,12.9," $73,835.00 ",25.4,"Bin A",2.22530928172586,73835,4
"1903","CA5500077","SLIDE INN SNOWBOWL WATER CO","SC",417,152,12.9," $73,835.00 ",25.4,"Bin A",2.18184358794477,73835,4
"1904","CA5500092","PONDEROSA MOBILE HOME PARK","SC",52,58,12.9," $73,835.00 ",25.4,"Bin A",1.76342799356294,73835,4
"1905","CA5510025","TUD - PHOENIX LAKE PARK","SC",131,57,12.9," $73,835.00 ",25.4,"Bin A",1.75587485567249,73835,4
"1906","CA5500041","ALPINE ACRES MUTUAL WATER CO","SC",59,55,12.9," $73,835.00 ",25.4,"Bin A",1.74036268949424,73835,4
"1907","CA5500096","SIERRA TWAIN HARTE MHP","SC",129,46,12.9," $73,835.00 ",25.4,"Bin A",1.66275783168157,73835,4
"1908","CA1000244","SHADY LAKES MOBILE HOME PARK","SC",160,60,63.99," $57,955.00 ",25.3,"Bin A",1.77815125038364,57955,4
"1909","CA1000570","JUVENILE JUSTICE CAMPUS","SC",400,15,63.99," $57,955.00 ",25.3,"Bin A",1.17609125905568,57955,4
"1910","CA1000324","MANNING GARDENS CARE CENTER INC","SC",176,1,63.99," $57,955.00 ",25.3,"Bin A",0,57955,4
"1911","CA3500505","THOUSAND TRAILS SAN BENITO PRESERVE","SC",1025,365,29.28," $82,115.00 ",25.3,"Bin A",2.56229286445647,82115,4
"1912","CA3500006","CSA NO. 31 STONEGATE WS","SC",252,77,29.28," $82,115.00 ",25.3,"Bin A",1.88649072517248,82115,4
"1913","CA3500823","BEST ROAD MWC","SC",133,48,29.28," $82,115.00 ",25.3,"Bin A",1.68124123737559,82115,4
"1914","CA3500552","VENTURE ESTATES MWC","SC",60,18,29.28," $82,115.00 ",25.3,"Bin A",1.25527250510331,82115,4
"1915","CA4910010","SONOMA COUNTY CSA 41-FITCH MOUNTAIN","SC",1108,337,11.65," $95,894.33 ",25.26,"Bin A",2.52762990087134,95894.33,4
"1916","CA4210022","GOLDEN STATE WATER COMPANY - LAKE MARIE","SC",527,205,17.35," $101,583.00 ",25.2,"Bin A",2.31175386105575,101583,4
"1917","CA4110021","ESTERO MUNICIPAL IMPROVEMENT DISTRICT","C1",37687,8160,9.81," $148,435.18 ",25.18,"Bin D",3.91169015875386,148435.18,1
"1918","CA2810002","CALISTOGA, CITY OF","DAVCL",5610,1500,11.97," $70,302.79 ",25.02,"Bin B",3.17609125905568,70302.79,2
"1919","CA0510009","BLUE LAKE SPRINGS MUT WTR","C1",4600,1714,8.65," $64,242.67 ",25,"Bin B",3.23401081758718,64242.67,1
"1920","CA2410012","HILMAR COUNTY WATER DISTRICT","DAVCL",5197,1616,35.31," $61,404.00 ",25,"Bin B",3.20844135643857,61404,2
"1921","CA2400128","COUNTRY CLUB COUNTY WD","SC",64,23,35.31," $61,404.00 ",25,"Bin A",1.36172783601759,61404,4
"1922","CA0707517","COLONIA SANTA MARIA","SC",32,10,25.14," $95,270.00 ",25,"Bin A",1,95270,4
"1923","CA2000293","MD 46 AHWAHNEE RESORTS","SC",300,91,14.89," $54,514.00 ",25,"Bin A",1.95904139232109,54514,4
"1924","CA2000849","MD 60 DILLON ESTATES","SC",150,38,14.89," $54,514.00 ",25,"Bin A",1.57978359661681,54514,4
"1925","CA2000605","WHISPERING PINES MHP","SC",31,18,14.89," $54,514.00 ",25,"Bin A",1.25527250510331,54514,4
"1926","CA1810003","LASSEN COUNTY WATER DISTRICT #1","DAVCS",450,147,15.82," $42,212.00 ",24.9,"Bin A",2.16731733474818,42212,3
"1927","CA1800516","LITTLE VALLEY CSD","DAVCS",70,44,15.82," $42,212.00 ",24.9,"Bin A",1.64345267648619,42212,3
"1928","CA1500599","CHOCTAW VALLEY MUTUAL WATER CO.","SC",44,18,15.69," $94,958.00 ",24.9,"Bin A",1.25527250510331,94958,4
"1929","CA1503509","THE ANNE SIPPI CLINIC-RIVERSIDE RANCH","SC",35,2,15.69," $94,958.00 ",24.9,"Bin A",0.301029995663981,94958,4
"1930","CA1010004","COALINGA-CITY","C1",16791,3561,34.9," $59,836.72 ",24.89,"Bin C",3.55157197367425,59836.72,1
"1931","CA2010014","CAL AM - GOLDSIDE","DAVCS",1026,311,14.56," $57,818.91 ",24.87,"Bin A",2.49276038902684,57818.91,3
"1932","CA3900831","ARBOR MOBILE HOME PARK WS","SC",340,173,28.71," $71,775.00 ",24.8,"Bin A",2.2380461031288,71775,4
"1933","CA3901303","ACAMPO WATER SYSTEM","SC",150,61,28.71," $71,775.00 ",24.8,"Bin A",1.78532983501077,71775,4
"1934","CA3901075","FAIRWAY ESTATES PWS CSA-18","SC",68,41,28.71," $71,775.00 ",24.8,"Bin A",1.61278385671974,71775,4
"1935","CA3900733","COUNTRY CLUB VISTA MUTUAL WATER CO","SC",75,31,28.71," $71,775.00 ",24.8,"Bin A",1.49136169383427,71775,4
"1936","CA3900719","MOKELUMNE MOBILE SENIOR PARK","SC",55,27,28.71," $71,775.00 ",24.8,"Bin A",1.43136376415899,71775,4
"1937","CA3900586","B&G MOBILE HOME PARK LLC WS","SC",50,22,28.71," $71,775.00 ",24.8,"Bin A",1.34242268082221,71775,4
"1938","CA3900559","WINE COUNTRY APARTMENTS","SC",40,16,28.71," $71,775.00 ",24.8,"Bin A",1.20411998265592,71775,4
"1939","CA3900837","LODI HOMES","SC",39,15,28.71," $71,775.00 ",24.8,"Bin A",1.17609125905568,71775,4
"1940","CA0300053","RANCHO DEL ORO","SC",44,24,25.31," $77,625.00 ",24.8,"Bin A",1.38021124171161,77625,4
"1941","CA0300062","HOPE FOUNDATION/MORIAH HEIGHTS","SC",30,21,25.31," $77,625.00 ",24.8,"Bin A",1.32221929473392,77625,4
"1942","CA0610003","MAXWELL PUBLIC UTILITY DISTRICT","SC",1317,397,21.43," $53,239.00 ",24.8,"Bin A",2.59879050676312,53239,4
"1943","CA0600013","COLUSA CO. WWD #2 - PRINCETON","SC",356,120,21.43," $53,239.00 ",24.8,"Bin A",2.07918124604762,53239,4
"1944","CA0600005","COLUSA CO. SERVICE AREA #2-STONYFORD","SC",250,63,21.43," $53,239.00 ",24.8,"Bin A",1.79934054945358,53239,4
"1945","CA4900653","LONE PINE MUTUAL WATER COMPANY","SC",65,28,10.07," $95,761.00 ",24.8,"Bin A",1.44715803134222,95761,4
"1946","CA4900669","WENDELL LANE MUTUAL WATER COMPANY","SC",82,25,10.07," $95,761.00 ",24.8,"Bin A",1.39794000867204,95761,4
"1947","CA4110010","MONTARA WATER AND SANITARY DISTRICT","C1",5289,1664,10.4," $103,760.48 ",24.74,"Bin B",3.22115332195471,103760.48,1
"1948","CA1510800","CCI - TEHACHAPI","C1",5153,1802,36.4," $61,745.00 ",24.7,"Bin B",3.25575478664304,61745,1
