Regulating Agency,Water System No.,Water System Name,Fed Type,State Type,DS Class,Max TP Class,Fee Code,Service Connections,Population,Last SNSV
LPA72 - SANTA BARBARA COUNTY,4200862,MESA HILLS MUTUAL,C,C,D1,There are no treatment plants,,36,54,5/15/2019
DISTRICT 10 - STOCKTON,5010035,CITY OF MODESTO - CENTRAL TURLOCK,C,C,D1,There are no treatment plants,SC,36,116,7/6/2018
DISTRICT 24 - TULARE,5400805,SOULTS MUTUAL WATER CO,C,C,D1,There are no treatment plants,SC,36,120,5/24/2019
LPA34 - BUTTE COUNTY,400019,OROVILLE MOBILE HOME PARK,C,C,D1,TD,SC,35,74,5/13/2020
LPA39 - EL DORADO COUNTY,900404,"OAKLANE MOBILE VILLAGE, LLC.",C,C,D2,There are no treatment plants,SC,35,75,5/30/2019
DISTRICT 23 - FRESNO,1000063,NEW AUBERRY WATER ASSOCIATION,C,C,D1,TD,DAVCS,35,120,2/15/2018
DISTRICT 01 - KLAMATH,1200544,REDCREST WATER WORKS,C,C,D1,T2,SC,35,100,5/23/2019
DISTRICT 03 - MENDOCINO,2300506,MEADOW ESTATES MUTUAL,C,C,D1,T1,SC,35,100,5/30/2019
LPA57 - MONTEREY COUNTY,2700665,OAK HEIGHTS W & R CO INC,C,C,D1,There are no treatment plants,,35,105,11/7/2017
LPA57 - MONTEREY COUNTY,2701503,MESA DEL TORO MWC,C,C,D1,There are no treatment plants,,35,90,11/8/2019
LPA57 - MONTEREY COUNTY,2701570,LOS CARNEROS MWA,C,C,D1,There are no treatment plants,,35,105,8/7/2017
LPA63 - RIVERSIDE COUNTY,3301115,CHIRIACO SUMMIT WATER DIST.,C,C,D1,T2,SC,35,538,4/30/2019
LPA67 - SAN DIEGO COUNTY,3700897,GUATAY MUTUAL BENEFIT CORPORATION,C,C,D1,TD,SC,35,100,5/7/2019
DISTRICT 04 - SAN FRANCISCO,3810003,HHW&P MOCCASIN COMPOUND-SFPUC,C,C,D1,T2,SC,35,150,9/11/2017
LPA70 - SAN LUIS OBISPO COUNTY,4000501,HALCYON WATER SYSTEM,C,C,D1,T1,,35,105,4/11/2019
DISTRICT 17 - SANTA CLARA,4100555,PORTOLA IMPROVEMENT ASSOCIATION,C,C,D1,T2,SC,35,100,11/12/2019
LPA80 - STANISLAUS COUNTY,5000408,WESTLEY CSD,C,C,D1,There are no treatment plants,SC,35,70,5/13/2019
DISTRICT 21 - VALLEY,5200574,DEL ORO WC - LARKSPUR MEADOWS,C,C,D1,There are no treatment plants,SC,35,122,5/6/2020
DISTRICT 01 - KLAMATH,5303002,INDIAN CREEK TRAILER PARK,C,C,D1,T2,DAVCS,35,36,3/19/2019
DISTRICT 01 - KLAMATH,5304109,BURNT RANCH ESTATES,C,C,D1,T2,DAVCS,35,115,2/6/2018
DISTRICT 24 - TULARE,5400536,KINGS RIVER ESTATES MUTUAL WATER COMPANY,C,C,D1,TD,SC,35,106,10/2/2019
DISTRICT 24 - TULARE,5400735,RODRIGUEZ LABOR CAMP,C,C,D1,There are no treatment plants,SC,35,110,8/17/2018
DISTRICT 23 - FRESNO,1000265,MARY LOU MOBILE HOME PARK,C,C,D1,There are no treatment plants,SC,34,60,9/21/2017
LPA49 - LA COUNTY,1900075,BLEICH FLATS MUTUAL,C,C,D1,There are no treatment plants,SC,34,93,5/30/2019
LPA49 - LA COUNTY,1900520,THE VILLAGE MOBILE HOME PARK,C,C,D1,T1,SC,34,50,1/29/2020
LPA50 - MADERA COUNTY,2000737,MD 42 STILL MEADOW,C,C,D1,TD,SC,34,100,6/3/2019
LPA57 - MONTEREY COUNTY,2700738,SAN MIGUEL WS #01,C,C,D1,There are no treatment plants,SC,34,100,9/7/2016
LPA57 - MONTEREY COUNTY,2700792,SUMMERHILL MHP WS,C,C,D1,TD,SC,34,95,10/3/2018
LPA63 - RIVERSIDE COUNTY,3301682,TRAILS END MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,34,52,12/12/2017
LPA64 - SACRAMENTO COUNTY,3400130,THE COURTLAND GROUP,C,C,,There are no treatment plants,SC,34,40,12/6/2018
LPA67 - SAN DIEGO COUNTY,3700073,H & J WATER COMPANY,C,C,D1,TD,SC,34,50,10/20/2017
LPA67 - SAN DIEGO COUNTY,3701995,WILLOWSIDE TERRACE WATER ASSOCIATION,C,C,D1,TD,SC,34,100,3/9/2018
DISTRICT 17 - SANTA CLARA,4100512,LOMA MAR MUTUAL,C,C,D1,T3,SC,34,65,2/27/2020
LPA74 - SANTA CRUZ COUNTY,4400582,PINE TREE LANE MUTUAL WATER CO,C,C,D1,There are no treatment plants,,34,40,12/3/2018
LPA75 - SHASTA COUNTY,4500303,TUCKER OAKS EAST WATER DISTRICT,C,C,D1,TD,SC,34,95,1/21/2020
DISTRICT 01 - KLAMATH,4700503,CALLAHAN WATER DISTRICT,C,C,D1,T2,DAVCS,34,70,5/16/2019
DISTRICT 18 - SONOMA,4900587,BRAND WATER COMPANY,C,C,D1,TD,SC,34,112,2/6/2018
LPA82 - TEHAMA COUNTY,5200545,MODERN VILLAGE MWC,C,C,D1,TD,SC,34,85,8/3/2016
LPA37 - CONTRA COSTA COUNTY,707589,BELLA VISTA WATER SYS,C,C,D1,There are no treatment plants,SC,33,93,6/14/2018
DISTRICT 21 - VALLEY,1100413,COUNTRY LEISURE MOBILE ESTATES,C,C,D1,There are no treatment plants,SC,33,40,4/5/2019
LPA44 - INYO COUNTY,1400072,NORTH LONE PINE MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,33,70,4/26/2012
DISTRICT 19 - TEHACHAPI,1500324,WONDER ACRES WATER SYSTEM,C,C,D1,TD,SC,33,89,7/1/2020
DISTRICT 19 - TEHACHAPI,1500461,FOUNTAIN TRAILER PARK WATER,C,C,D1,There are no treatment plants,SC,33,68,6/1/2020
LPA57 - MONTEREY COUNTY,2700509,OAK MANOR WS,C,C,D1,There are no treatment plants,SC,33,71,8/25/2017
LPA57 - MONTEREY COUNTY,2700838,SPRING CANYON WA,C,C,D1,There are no treatment plants,,33,99,11/13/2018
LPA57 - MONTEREY COUNTY,2701822,ROBLEY PROPERTY MWS,C,C,D1,There are no treatment plants,,33,92,9/13/2017
LPA57 - MONTEREY COUNTY,2702256,NORTH SHORE ESTATES WS,C,C,D1,TD,SC,33,60,9/16/2016
LPA57 - MONTEREY COUNTY,2702328,VENTANA BIG SUR INN WS,C,C,D1,T2,SC,33,151,8/22/2018
LPA64 - SACRAMENTO COUNTY,3400156,SOUTHWEST TRACT W M D [SWS],C,C,,There are no treatment plants,,33,150,11/20/2018
DISTRICT 05 - MONTEREY,3500912,COMSTOCK MUTUAL WATER COMPANY,C,C,D1,TD,SC,33,100,7/10/2019
LPA66 - SAN BERNARDINO COUNTY,3600209,ROCKY COMFORT MUTUAL WATER CO,C,C,D1,There are no treatment plants,SC,33,160,3/21/2019
LPA72 - SANTA BARBARA COUNTY,4200580,SAN MARCOS TROUT CLUB,C,C,D2,T1,,33,120,5/27/2020
DISTRICT 17 - SANTA CLARA,4300770,THREE SPRINGS RANCH MUTUAL WATER COMPANY,C,C,D1,TD,SC,33,110,5/17/2018
LPA75 - SHASTA COUNTY,4500009,CORTLAND PINES MUTUAL WATER CO,C,C,D1,There are no treatment plants,SC,33,92,6/26/2018
DISTRICT 24 - TULARE,5403113,SOUTH FORK ESTATES MUTUAL WATER CO,C,C,D1,There are no treatment plants,SC,33,92,9/20/2018
DISTRICT 11 - MERCED,5510021,TUD-PEACEFUL PINES WATER SYSTEM,C,C,D1,TD,DAVCS,33,65,12/5/2019
DISTRICT 06 - SANTA BARBARA,5601106,FILLMORE WEST MOBILE HOME PARK,C,C,D1,TD,SC,33,99,11/9/2018
DISTRICT 06 - SANTA BARBARA,5602130,SOLANO VERDE MUTUAL WATER CO,C,C,D1,There are no treatment plants,SC,33,100,12/17/2018
LPA88 - YUBA COUNTY,5800823,COUNTRY AIR MOBILE HOME PARK,C,C,D1,T1,,33,100,6/5/2020
LPA32 - ALPINE COUNTY,202522,SIERRA PINES MOBILE HOME PARK,C,C,D1,There are no treatment plants,SC,32,70,3/3/2020
LPA34 - BUTTE COUNTY,400081,FEATHER RIDGE ESTATES WATER CO,C,C,D1,TD,,32,37,10/16/2019
LPA34 - BUTTE COUNTY,400149,HUMBOLDT WOODLANDS MUTUAL,C,C,D1,There are no treatment plants,SC,32,75,10/3/2018
LPA37 - CONTRA COSTA COUNTY,707501,ANGLER S RANCH #3,C,C,D1,There are no treatment plants,,32,60,5/22/2018
LPA39 - EL DORADO COUNTY,900112,CANDLELIGHT VILLAGE MUTUAL WATER CO.,C,C,NR,There are no treatment plants,,32,32,5/17/2018
DISTRICT 23 - FRESNO,1009020,FIVE POINTS RANCH,C,C,D1,TD,SC,32,100,11/18/2016
DISTRICT 19 - TEHACHAPI,1500364,KERNVALE MUTUAL WATER CO,C,C,D1,There are no treatment plants,SC,32,75,8/31/2018
DISTRICT 19 - TEHACHAPI,1500398,FRONTIER TRAILS HOMEOWNERS ASSOC INC.,C,C,D1,TD,SC,32,32,2/21/2020
DISTRICT 19 - TEHACHAPI,1500426,ROSE VILLA APARTMENTS,C,C,D1,TD,SC,32,65,7/13/2018
DISTRICT 12 - VISALIA,1500507,ST. CLAIR RANCHOS MUTUAL WATER CO.,C,C,D1,TD,SC,32,105,12/4/2018
DISTRICT 12 - VISALIA,1500584,GOOSELAKE WATER COMPANY,C,C,D1,TD,SC,32,90,12/17/2018
LPA49 - LA COUNTY,1900154,TIERRA BONITA MUTUAL WATER,C,C,D1,There are no treatment plants,SC,32,75,3/3/2020
LPA50 - MADERA COUNTY,2000589,MAMMOTH POOL MOBILE HOME PARK,C,C,D1,TD,,32,60,5/8/2017
LPA56 - MONO COUNTY,2600532,LUNDY MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,32,70,3/20/2018
LPA57 - MONTEREY COUNTY,2700594,HIDDEN VALLEY WA,C,C,D1,There are no treatment plants,SC,32,164,8/10/2018
LPA59 - NEVADA COUNTY,2900548,SIERRA ESTATES MUTUAL WATER COMPANY,C,C,D1,T1,SC,32,100,2/5/2020
LPA61 - PLACER COUNTY,3100043,GOLD HILL MOBILEHOME PARK,C,C,D1,TD,SC,32,75,5/6/2019
LPA61 - PLACER COUNTY,3100528,GOLDEN HILLS MUTUAL WATER CO,C,C,D1,There are no treatment plants,SC,32,84,6/30/2020
DISTRICT 05 - MONTEREY,3500510,MCMAHON ROAD MUTUAL WATER COMPANY,C,C,D1,TD,SC,32,102,1/24/2020
LPA66 - SAN BERNARDINO COUNTY,3600123,HI DESERT MWC,C,C,D1,There are no treatment plants,SC,32,112,4/9/2019
LPA66 - SAN BERNARDINO COUNTY,3600157,LUCERNE VISTA MWC,C,C,D1,There are no treatment plants,SC,32,160,10/15/2019
LPA66 - SAN BERNARDINO COUNTY,3600184,NORTH SHORE MWC,C,C,D1,There are no treatment plants,,32,25,4/30/2019
LPA69 - SAN JOAQUIN COUNTY,3900512,MORADA ACRES WATER SYSTEM,C,C,D1,There are no treatment plants,SC,32,105,12/6/2017
LPA69 - SAN JOAQUIN COUNTY,3900523,MORADA MANOR WATER SYSTEM,C,C,D1,There are no treatment plants,SC,32,109,12/6/2017
LPA69 - SAN JOAQUIN COUNTY,3901081,MOBILE VILLAS TRAILER PARK,C,C,D1,There are no treatment plants,SC,32,130,4/12/2019
DISTRICT 17 - SANTA CLARA,4300909,LICK OBSERVATORY-UCSC,C,C,D1,T2,SC,32,135,12/11/2019
DISTRICT 17 - SANTA CLARA,4300912,MECCHI WATER COMPANY,C,C,D1,TD,SC,32,104,8/22/2017
LPA75 - SHASTA COUNTY,4500092,RIVER BREEZE MOBILE HOME PARK,C,C,D1,TD,SC,32,105,2/20/2020
LPA75 - SHASTA COUNTY,4500194,VILLAGE GREEN,C,C,D1,TD,SC,32,90,1/30/2019
DISTRICT 01 - KLAMATH,4700884,SHASTINA MOBILE ESTATES,C,C,D1,There are no treatment plants,DAVCS,32,32,10/18/2018
LPA80 - STANISLAUS COUNTY,5000049,LONE PINE MHP,C,C,D1,There are no treatment plants,SC,32,64,5/6/2019
DISTRICT 01 - KLAMATH,5301101,TREASURE CREEK WOODS MWC,C,C,D1,TD,SC,32,131,5/25/2017
DISTRICT 24 - TULARE,5400647,YOKOHL MUTUAL WATER CO,C,C,D1,There are no treatment plants,SC,32,95,1/24/2020
DISTRICT 24 - TULARE,5403212,MONSON WATER SYSTEM,C,C,D1,TD,DAVCS,32,140,1/17/2019
LPA50 - MADERA COUNTY,2000724,SA 14 CHUK CHANSE SUBDIVISION,C,C,D1,TD,,31,100,12/17/2019
DISTRICT 03 - MENDOCINO,2300609,SEAFAIR ROAD AND WATER COMPANY,C,C,D1,T1,SC,31,50,10/16/2019
LPA57 - MONTEREY COUNTY,2700606,HIDDEN VIEWS MHP WS,C,C,D1,There are no treatment plants,SC,31,75,7/11/2017
LPA57 - MONTEREY COUNTY,2700629,MANZANITA HILLS WA,C,C,D1,There are no treatment plants,SC,31,75,6/23/2016
LPA57 - MONTEREY COUNTY,2701068,IVERSON & JACKS APTS WS,C,C,D1,There are no treatment plants,,31,150,8/26/2016
LPA57 - MONTEREY COUNTY,2701918,LOMAS DEL SOL MWS,C,C,D1,There are no treatment plants,SC,31,93,7/19/2018
LPA57 - MONTEREY COUNTY,2702073,SAN MIGUEL WS #22,C,C,D1,There are no treatment plants,SC,31,93,7/18/2018
LPA57 - MONTEREY COUNTY,2702409,EL CAMINO WC INC,C,C,D1,There are no treatment plants,SC,31,90,10/13/2016
LPA57 - MONTEREY COUNTY,2702520,ARROYO SECO ESTATES MWS,C,C,D1,There are no treatment plants,SC,31,70,9/21/2017
LPA64 - SACRAMENTO COUNTY,3400125,FREEPORT MARINA,C,C,,There are no treatment plants,,31,42,3/15/2019
LPA69 - SAN JOAQUIN COUNTY,3900733,COUNTRY CLUB VISTA MUTUAL WATER CO,C,C,D1,There are no treatment plants,SC,31,75,12/18/2017
LPA70 - SAN LUIS OBISPO COUNTY,4000808,MONTE SERENO MUTUAL BENEFIT WATER,C,C,D1,T1,SC,31,60,4/5/2018
DISTRICT 06 - SANTA BARBARA,4010022,LOPEZ PROJECT,C,C,D3,T4,WH,31,0,8/7/2018
LPA72 - SANTA BARBARA COUNTY,4200802,OAK TRAIL RANCH,C,C,D1,There are no treatment plants,,31,105,5/15/2019
LPA72 - SANTA BARBARA COUNTY,4200891,BOBCAT SPRINGS MUTUAL,C,C,D1,T1,,31,120,1/13/2020
LPA74 - SANTA CRUZ COUNTY,4400624,RANCHO CORRALITOS,C,C,D1,There are no treatment plants,,31,60,3/12/2019
DISTRICT 01 - KLAMATH,4700686,SUN MOUNTAIN M.W.C.,C,C,D1,T1,SC,31,55,10/5/2017
DISTRICT 18 - SONOMA,4900644,BRIDGEHAVEN PARK,C,C,D1,T2,SC,31,70,3/21/2019
LPA80 - STANISLAUS COUNTY,5000082,4N MOBILEHOME PARK,C,C,D1,There are no treatment plants,SC,31,65,7/27/2018
LPA80 - STANISLAUS COUNTY,5000263,OASIS INVESTMENTS,C,C,D1,There are no treatment plants,SC,31,75,6/20/2018
DISTRICT 11 - MERCED,5510503,YOSEMITE NPS-HODGDON MEADOW,C,C,D1,TD,SC,31,51,10/23/2019
LPA43 - IMPERIAL COUNTY,1300622,SPORTSMANS PARADISE,C,C,D1,There are no treatment plants,SC,30,60,5/13/2020
DISTRICT 02 - LASSEN,1800524,LASSEN MOBILE HOME PARK,C,C,D1,There are no treatment plants,SC,30,62,6/18/2018
LPA56 - MONO COUNTY,2600622,SIERRA EAST HOA,C,C,D1,There are no treatment plants,SC,30,84,12/14/2016
DISTRICT 13 - SAN BERNARDINO,2610700,USMC/MTN WARFARE TRNG CTR - BRIDGEPORT,C,C,D1,TD,SC,30,1200,8/3/2016
LPA57 - MONTEREY COUNTY,2701670,LANGLEY/VALLE PACIFICO WS,C,C,D1,T2,,30,81,9/7/2018
LPA57 - MONTEREY COUNTY,2701906,LAKE SAN ANTONIO PARK WS,C,C,D1,There are no treatment plants,SC,30,54,8/13/2018
LPA57 - MONTEREY COUNTY,2702466,SAN VICENTE MWC,C,C,D1,There are no treatment plants,SC,30,69,9/16/2016
LPA64 - SACRAMENTO COUNTY,3400101,HOOD WATER MAINTENCE DIST [SWS],C,C,,There are no treatment plants,SC,30,100,7/15/2020
DISTRICT 05 - MONTEREY,3500581,RANCHO SAN JOAQUIN MWC,C,C,D1,TD,SC,30,96,4/2/2018
DISTRICT 05 - MONTEREY,3500910,DUNNEVILLE ESTATES CSA #50,C,C,D1,T1,SC,30,120,2/21/2020
LPA66 - SAN BERNARDINO COUNTY,3600064,CAMP WATERMAN MWC,C,C,D1,There are no treatment plants,SC,30,55,12/18/2019
LPA67 - SAN DIEGO COUNTY,3700422,LAGUNA MOUNTIAN MUTUAL WATER CO.,C,C,D1,There are no treatment plants,SC,30,100,5/8/2020
LPA69 - SAN JOAQUIN COUNTY,3900606,A1 WINSTONS MOBILE HOME PARK,C,C,D1,There are no treatment plants,SC,30,75,12/8/2017
LPA69 - SAN JOAQUIN COUNTY,3901113,WALNUT ACRES,C,C,D1,There are no treatment plants,SC,30,100,12/6/2017
DISTRICT 18 - SONOMA,4900599,RANDAL'S RANCHETTE MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,30,100,8/17/2016
DISTRICT 18 - SONOMA,4900665,RUSSIAN RIVER MUTUAL WATER CO.,C,C,D1,TD,SC,30,84,7/31/2017
LPA82 - TEHAMA COUNTY,5200008,BREESE SUBDIVISION 2,C,C,D1,TD,SC,30,75,12/6/2018
LPA82 - TEHAMA COUNTY,5200547,GATEWAY MOBILE HOME PARK,C,C,D1,There are no treatment plants,SC,30,75,3/7/2017
LPA82 - TEHAMA COUNTY,5200548,LASSEN VIEW WATER DISTRICT,C,C,D1,There are no treatment plants,SC,30,85,4/23/2019
DISTRICT 12 - VISALIA,5402048,DEL ORO RIVER ISLAND SERV TERR #2,C,C,D1,TD,SC,30,99,12/5/2018
DISTRICT 11 - MERCED,5500124,MONO VISTA RANCH MHP,C,C,D1,T1,SC,30,105,11/7/2018
DISTRICT 11 - MERCED,5500353,SIERRA VILLAGE MOBILE HOME PARK,C,C,D1,There are no treatment plants,SC,30,30,8/9/2019
LPA34 - BUTTE COUNTY,400155,BIGGERS GLEN MUTUAL WATER CO,C,C,D1,TD,SC,29,25,5/29/2019
DISTRICT 23 - FRESNO,1000057,DEL ORO WATER CO - METROPOLITAN DISTRICT,C,C,D1,There are no treatment plants,SC,29,96,7/10/2018
DISTRICT 23 - FRESNO,1000554,FCSA #10A/MANSIONETTE ESTATES,C,C,D1,There are no treatment plants,SC,29,81,2/5/2018
DISTRICT 23 - FRESNO,1009147,FARMING D,C,C,D1,T2,SC,29,110,11/6/2018
DISTRICT 03 - MENDOCINO,2300604,POINT OF VIEW MUTUAL WATER CO,C,C,D1,T1,SC,29,56,4/18/2019
DISTRICT 03 - MENDOCINO,2300606,LAKE VIEW MUTUAL WATER CO.,C,C,D1,TD,SC,29,90,7/18/2019
LPA57 - MONTEREY COUNTY,2700662,MURPHY HILL WS #01,C,C,D1,There are no treatment plants,SC,29,65,7/30/2018
LPA57 - MONTEREY COUNTY,2700799,VISTA DEL TORO WS,C,C,D1,There are no treatment plants,,29,92,9/30/2019
DISTRICT 05 - MONTEREY,3500825,UNION HEIGHTS MWC,C,C,D1,TD,SC,29,98,9/19/2018
LPA66 - SAN BERNARDINO COUNTY,3600388,DESERT VIEW MOBILE PARK,C,C,D1,There are no treatment plants,SC,29,130,2/5/2020
LPA70 - SAN LUIS OBISPO COUNTY,4000705,LAGUNA NEGRA MUTUAL WATER CO.,C,C,D1,TD,,29,80,3/27/2019
LPA70 - SAN LUIS OBISPO COUNTY,4000716,AVILA VALLEY MUTUAL WATER CO,C,C,D1,T1,SC,29,75,3/19/2019
LPA74 - SANTA CRUZ COUNTY,4400557,ST FRANCIS TRACT WATER SYSTEM,C,C,D1,There are no treatment plants,,29,90,4/25/2018
LPA75 - SHASTA COUNTY,4500082,MIDWAY MOBILEHOME PARK,C,C,D1,TD,SC,29,50,2/20/2020
DISTRICT 18 - SONOMA,4900634,HUCKLEBERRY MUTUAL WATER COMPANY,C,C,D1,T1,SC,29,45,12/27/2016
DISTRICT 18 - SONOMA,4900793,VINEHILL VISTAS MUTUAL WATER COMPANY,C,C,D1,TD,SC,29,60,2/7/2013
DISTRICT 01 - KLAMATH,1200687,RIVERBEND MOBILE HOME PARK,C,C,D1,There are no treatment plants,SC,28,60,9/28/2017
LPA43 - IMPERIAL COUNTY,1300546,GOLD ROCK RANCH,C,C,D1,There are no treatment plants,SC,28,50,6/7/2019
DISTRICT 19 - TEHACHAPI,1500449,FOURTH STREET WATER SYSTEM,C,C,D1,There are no treatment plants,SC,28,56,4/19/2018
DISTRICT 19 - TEHACHAPI,1500485,ANTELOPE VALLEY MOBILE ESTATES,C,C,D1,There are no treatment plants,SC,28,60,4/13/2018
DISTRICT 19 - TEHACHAPI,1500554,EAST INYOKERN MUTUAL WATER,C,C,D1,There are no treatment plants,SC,28,87,2/22/2019
DISTRICT 19 - TEHACHAPI,1500556,HART FLAT BEAR MUTUAL WATER,C,C,D1,There are no treatment plants,SC,28,56,12/18/2017
DISTRICT 19 - TEHACHAPI,1503536,GLENNVILLE MUTUAL WATER COMPANY,C,C,D1,TD,SC,28,100,7/1/2020
DISTRICT 03 - MENDOCINO,1700542,COBB AREA CWD - BRANDING IRON,C,C,D1,TD,DAVCS,28,90,8/21/2020
LPA50 - MADERA COUNTY,2000501,BASS LAKE ANNEX 3,C,C,D1,There are no treatment plants,SC,28,42,11/2/2018
DISTRICT 11 - MERCED,2210921,WHISPERING PINES APARTMENTS,C,C,D1,TD,SC,28,74,7/12/2017
LPA57 - MONTEREY COUNTY,2702004,CAL AM WATER COMPANY - RALPH LANE,C,C,D1,TD,SC,28,74,8/7/2017
LPA59 - NEVADA COUNTY,2900511,SHADY LAKE WATER ASSOCIATION,C,C,D1,There are no treatment plants,SC,28,90,6/6/2019
LPA61 - PLACER COUNTY,3100061,SIERRA MEADOWS APARTMENT,C,C,D1,There are no treatment plants,SC,28,52,12/27/2018
LPA62 - PLUMAS COUNTY,3200114,EVERGREEN MOTEL & MHP,C,C,D1,There are no treatment plants,SC,28,28,6/13/2018
LPA64 - SACRAMENTO COUNTY,3400397,LAGUNA VILLAGE RV PARK,C,C,,There are no treatment plants,SC,28,32,1/15/2020
LPA66 - SAN BERNARDINO COUNTY,3600504,KNOLL ENTERPRISES,C,C,D1,There are no treatment plants,SC,28,500,9/24/2018
DISTRICT 14 - SAN DIEGO,3700934,PAUMA VALLEY WATER COMPANY,C,C,D2,TD,SC,28,120,1/18/2017
LPA69 - SAN JOAQUIN COUNTY,3900543,MAURLAND MANOR WATER SYSTEM,C,C,D1,There are no treatment plants,SC,28,110,11/28/2017
LPA69 - SAN JOAQUIN COUNTY,3900569,EL RIO MOBILE HOME PARK,C,C,D1,There are no treatment plants,SC,28,60,3/27/2019
LPA69 - SAN JOAQUIN COUNTY,3900762,RIVERSIDE MOBILE HOME PARK,C,C,D1,There are no treatment plants,SC,28,55,5/30/2017
LPA72 - SANTA BARBARA COUNTY,4200703,EL CAPITAN MUTUAL WATER CO,C,C,D1,TD,,28,325,11/12/2019
LPA72 - SANTA BARBARA COUNTY,4200733,MONTECITO SEA MEADOWS,C,C,D1,T1,SC,28,70,5/19/2020
LPA75 - SHASTA COUNTY,4500027,BIG SPRINGS MUTUAL WATER SYSTEM,C,C,D1,There are no treatment plants,,28,50,8/28/2017
DISTRICT 18 - SONOMA,4900653,LONE PINE MUTUAL WATER COMPANY,C,C,D1,TD,SC,28,65,10/27/2017
LPA82 - TEHAMA COUNTY,5200014,WILSON ACRES MUTUAL WATER,C,C,D1,There are no treatment plants,SC,28,75,5/29/2019
DISTRICT 24 - TULARE,5400651,BEVERLY GRAND MUTUAL WATER,C,C,D1,There are no treatment plants,DAVCS,28,92,11/16/2018
LPA88 - YUBA COUNTY,5800572,FAIRWAY DOWNS MUTUAL WATER CO,C,C,D2,There are no treatment plants,SC,28,100,10/30/2018
DISTRICT 01 - KLAMATH,800825,JED SMITH HOMEOWNERS ASSN.,C,C,D1,TD,SC,27,58,9/19/2018
LPA44 - INYO COUNTY,1400031,RANCH ROAD ESTATES MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,27,65,6/23/2017
DISTRICT 19 - TEHACHAPI,1500489,BRITE LAKE MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,27,89,8/3/2018
LPA50 - MADERA COUNTY,2000549,MD 05 MOUNTAIN RANCHES,C,C,D1,T1,SC,27,150,12/10/2019
LPA50 - MADERA COUNTY,2000692,MD 95 RANCHOS WEST,C,C,D1,There are no treatment plants,SC,27,150,12/10/2019
LPA50 - MADERA COUNTY,2000851,MD 40 SUNSET RIDGE ESTATES,C,C,D1,There are no treatment plants,,27,150,12/11/2019
DISTRICT 03 - MENDOCINO,2300502,ALBION MUTUAL WATER COMPANY,C,C,D1,TD,DAVCS,27,40,7/2/2019
LPA57 - MONTEREY COUNTY,2700731,Z RANCH MWC,C,C,D1,TD,,27,62,7/20/2018
LPA57 - MONTEREY COUNTY,2700766,STRAWBERRY RD WS #06,C,C,D1,There are no treatment plants,SC,27,78,9/19/2018
LPA57 - MONTEREY COUNTY,2701789,HOLLY HILLS MWC,C,C,D1,There are no treatment plants,SC,27,108,10/19/2018
LPA59 - NEVADA COUNTY,2900529,GOLD COUNTRY HOME PARK - WATER SYSTEM,C,C,D1,T1,SC,27,60,3/5/2019
LPA63 - RIVERSIDE COUNTY,3301800,STONEWOOD CANYON ESTATES,C,C,D1,There are no treatment plants,SC,27,40,10/4/2017
LPA67 - SAN DIEGO COUNTY,3702236,PALOMAR OBSERVATORY,C,C,D1,TD,SC,27,50,2/5/2020
LPA69 - SAN JOAQUIN COUNTY,3900719,MOKELUMNE MOBILE SENIOR PARK,C,C,D1,There are no treatment plants,SC,27,55,5/23/2019
LPA70 - SAN LUIS OBISPO COUNTY,4000200,BASSI RANCH MUTUAL WATER CO.,C,C,D1,T1,SC,27,85,4/20/2020
DISTRICT 17 - SANTA CLARA,4300567,BURCHELL ROAD WATER ASSOCIATION,C,C,D1,TD,SC,27,132,8/7/2019
DISTRICT 17 - SANTA CLARA,4300581,VELLADAO MOBILE HOME PARK,C,C,D1,There are no treatment plants,SC,27,75,5/18/2017
DISTRICT 17 - SANTA CLARA,4300978,BRUSH AND OLD WELL MUTUAL WATER COMPANY,C,C,D1,There are no treatment plants,SC,27,70,5/17/2018
LPA75 - SHASTA COUNTY,4500012,CASCADE RACQUET CLUB MUTUAL WATER,C,C,D1,TD,SC,27,89,5/15/2020
LPA75 - SHASTA COUNTY,4500089,PINE RIDGE PARK ESTATES,C,C,D1,There are no treatment plants,SC,27,26,5/8/2018
LPA75 - SHASTA COUNTY,4500314,SHASTA CO CSA # 13 ALPINE MEADOWS,C,C,D1,There are no treatment plants,SC,27,31,5/25/2018
DISTRICT 01 - KLAMATH,4700638,OAK VALLEY ACRES P.O.A.,C,C,D1,There are no treatment plants,SC,27,80,9/28/2018
DISTRICT 18 - SONOMA,4900553,PARK ROYAL MUTUAL WATER COMPANY,C,C,D1,TD,SC,27,75,6/30/2020
DISTRICT 18 - SONOMA,4900905,MARK WEST MEADOWS MUTUAL WATER,C,C,D1,T1,SC,27,73,12/4/2012
DISTRICT 01 - KLAMATH,5301201,SEYMOUR'S MUTUAL WATER SYSTEM,C,C,D1,TD,SC,27,29,5/8/2018
DISTRICT 06 - SANTA BARBARA,5601137,RINCON WATER & ROAD WORKS,C,C,D1,There are no treatment plants,SC,27,25,5/7/2018
